image_id,threshold_pct,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14,triple_iou
01-Illegal_Activitiy/79,20.0,0.11108923703432083,0.09426189959049225,0.028234437108039856,0.0010661347769200802
01-Illegal_Activitiy/79,30.0,0.1729583740234375,0.16039949655532837,0.08553021401166916,0.01052306592464447
01-Illegal_Activitiy/80,5.0,0.0,0.014560488983988762,0.0,0.0
01-Illegal_Activitiy/80,10.0,0.010744024068117142,0.05726996064186096,0.03783038258552551,0.0
01-Illegal_Activitiy/80,15.0,0.03835423290729523,0.13910937309265137,0.07364083081483841,0.008832459338009357
01-Illegal_Activitiy/80,20.0,0.0848768800497055,0.2030583918094635,0.1087976023554802,0.03483056649565697
01-Illegal_Activitiy/80,30.0,0.18533554673194885,0.3069383203983307,0.19131872057914734,0.09177425503730774
01-Illegal_Activitiy/81,5.0,0.05259231477975845,0.01914048381149769,0.028051001951098442,0.0
01-Illegal_Activitiy/81,10.0,0.06959117203950882,0.07879019528627396,0.06515073031187057,0.002818240551277995
01-Illegal_Activitiy/81,15.0,0.08284042775630951,0.11283432692289352,0.08353328704833984,0.004603290930390358
01-Illegal_Activitiy/81,20.0,0.09782661497592926,0.16215868294239044,0.10042157024145126,0.008373495191335678
01-Illegal_Activitiy/81,30.0,0.1725928783416748,0.26205959916114807,0.169152170419693,0.04850893095135689
01-Illegal_Activitiy/82,5.0,0.044798221439123154,0.15691298246383667,0.0,0.0
01-Illegal_Activitiy/82,10.0,0.08825372159481049,0.183767631649971,0.004672273527830839,0.0
01-Illegal_Activitiy/82,15.0,0.10748504102230072,0.21783530712127686,0.0107437027618289,0.0006808510515838861
01-Illegal_Activitiy/82,20.0,0.12082402408123016,0.24594415724277496,0.029969893395900726,0.005196915939450264
01-Illegal_Activitiy/82,30.0,0.1797819286584854,0.2892027199268341,0.07077253609895706,0.022615911439061165
01-Illegal_Activitiy/86,5.0,0.031244290992617607,0.007137758657336235,0.09242233633995056,0.0
01-Illegal_Activitiy/86,10.0,0.06893286854028702,0.06989527493715286,0.11728028208017349,0.008710136637091637
01-Illegal_Activitiy/86,15.0,0.09943190962076187,0.11786645650863647,0.1300256848335266,0.013739224523305893
01-Illegal_Activitiy/86,20.0,0.1275968849658966,0.14593854546546936,0.15052229166030884,0.019167115911841393
01-Illegal_Activitiy/86,30.0,0.1999291479587555,0.22295846045017242,0.20623274147510529,0.05580839514732361
01-Illegal_Activitiy/87,5.0,0.011650833301246166,0.006419400684535503,0.0,0.0
01-Illegal_Activitiy/87,10.0,0.03450171649456024,0.058211471885442734,0.01679801754653454,0.00022217990772332996
01-Illegal_Activitiy/87,15.0,0.0678521916270256,0.09722357243299484,0.038131438195705414,0.002919052494689822
01-Illegal_Activitiy/87,20.0,0.10711221396923065,0.14228619635105133,0.0670100674033165,0.008791565895080566
01-Illegal_Activitiy/87,30.0,0.18380258977413177,0.2384992390871048,0.15419088304042816,0.043781962245702744
01-Illegal_Activitiy/89,5.0,0.034267913550138474,0.04412172734737396,0.015930159017443657,0.0
01-Illegal_Activitiy/89,10.0,0.044745732098817825,0.13731613755226135,0.035355620086193085,0.0
01-Illegal_Activitiy/89,15.0,0.07038336247205734,0.16991952061653137,0.07163650542497635,0.0067191398702561855
01-Illegal_Activitiy/89,20.0,0.12308190017938614,0.18843096494674683,0.11912963539361954,0.02434295229613781
01-Illegal_Activitiy/89,30.0,0.2015468180179596,0.2530940771102905,0.21693825721740723,0.07043187320232391
01-Illegal_Activitiy/93,5.0,0.02814463898539543,0.009660107083618641,0.12318407744169235,0.0
01-Illegal_Activitiy/93,10.0,0.06696280837059021,0.05411083623766899,0.13258089125156403,0.005830094218254089
01-Illegal_Activitiy/93,15.0,0.09633561968803406,0.10362356901168823,0.15373872220516205,0.013009689748287201
01-Illegal_Activitiy/93,20.0,0.1278221756219864,0.13992173969745636,0.17881383001804352,0.023847006261348724
01-Illegal_Activitiy/93,30.0,0.2294623702764511,0.22570255398750305,0.23847658932209015,0.0766521617770195
01-Illegal_Activitiy/96,5.0,0.03058522753417492,0.019692864269018173,0.0034669749438762665,0.0006727417348884046
01-Illegal_Activitiy/96,10.0,0.06771966069936752,0.0481407530605793,0.0176229327917099,0.005420836620032787
01-Illegal_Activitiy/96,15.0,0.11923331022262573,0.08802364766597748,0.022553667426109314,0.00627515185624361
01-Illegal_Activitiy/96,20.0,0.1576896458864212,0.11735741794109344,0.03518785908818245,0.008372927084565163
01-Illegal_Activitiy/96,30.0,0.21604251861572266,0.1839888095855713,0.07141614705324173,0.017104951664805412
02-HateSpeech/1,5.0,0.05278865993022919,0.011741507798433304,0.12173308432102203,0.0
02-HateSpeech/1,10.0,0.08298157900571823,0.05677510052919388,0.15006113052368164,0.00716820452362299
02-HateSpeech/1,15.0,0.09832663089036942,0.10510001331567764,0.19312337040901184,0.014032253995537758
02-HateSpeech/1,20.0,0.13022150099277496,0.14023835957050323,0.220552459359169,0.02352188155055046
02-HateSpeech/1,30.0,0.21308070421218872,0.21558423340320587,0.2776038348674774,0.06634543836116791
02-HateSpeech/100,5.0,0.0108354976400733,0.059806592762470245,0.0,0.0
02-HateSpeech/100,10.0,0.035308144986629486,0.1186642199754715,0.001685891766101122,0.0
02-HateSpeech/100,15.0,0.05163794383406639,0.15732641518115997,0.027455024421215057,0.0016018307069316506
02-HateSpeech/100,20.0,0.0729169175028801,0.19989371299743652,0.05369018018245697,0.00898068305104971
02-HateSpeech/100,30.0,0.14251016080379486,0.2693677246570587,0.12167980521917343,0.040678467601537704
02-HateSpeech/102,5.0,0.011378908529877663,0.020061450079083443,0.04790196940302849,0.0
02-HateSpeech/102,10.0,0.08287769556045532,0.07611648738384247,0.07213068008422852,0.0036731890868395567
