image_id,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14
12-Health_Consultation/39,"{'spearman': 0.022731915301278438, 'cosine': 0.8534697215045026}","{'spearman': 0.19549198643339247, 'cosine': 0.7810029150459468}","{'spearman': -0.04233944547391129, 'cosine': 0.766977566745293}"
12-Health_Consultation/4,"{'spearman': 0.02839301256919798, 'cosine': 0.7639280949747963}","{'spearman': 0.07869929568674337, 'cosine': 0.8341719486910143}","{'spearman': 0.2821423975400485, 'cosine': 0.8124905908697111}"
12-Health_Consultation/41,"{'spearman': -0.004603414643106678, 'cosine': 0.8162742781906168}","{'spearman': 0.10954495734955362, 'cosine': 0.6647143581281848}","{'spearman': -0.4595867952914723, 'cosine': 0.7191568806997095}"
12-Health_Consultation/42,"{'spearman': 0.05724027556596899, 'cosine': 0.8298868741274515}","{'spearman': 0.19724373584022556, 'cosine': 0.746301446135876}","{'spearman': -0.12230421201907703, 'cosine': 0.7672970015329784}"
12-Health_Consultation/43,"{'spearman': -0.07980221286083812, 'cosine': 0.9037311484515013}","{'spearman': 0.36477035667394636, 'cosine': 0.7924734136881942}","{'spearman': -0.1826139149625817, 'cosine': 0.765188702385529}"
12-Health_Consultation/45,"{'spearman': 0.044589771832220536, 'cosine': 0.8724562942815727}","{'spearman': 0.1327475825785217, 'cosine': 0.7112148245294398}","{'spearman': -0.22771145984080332, 'cosine': 0.7040984144970537}"
12-Health_Consultation/50,"{'spearman': -0.10794454778704615, 'cosine': 0.8494284525172022}","{'spearman': 0.12748497657949864, 'cosine': 0.7166383831364516}","{'spearman': -0.3234002224541496, 'cosine': 0.7323935986224858}"
12-Health_Consultation/53,"{'spearman': 0.05187452000049355, 'cosine': 0.8288020439243315}","{'spearman': 0.014606997795431226, 'cosine': 0.7137843437428797}","{'spearman': -0.4599428225873496, 'cosine': 0.6973810889665578}"
12-Health_Consultation/57,"{'spearman': 0.08025387098480345, 'cosine': 0.8166024516460502}","{'spearman': 0.1762786985899493, 'cosine': 0.7993717564607954}","{'spearman': 0.20716422996206615, 'cosine': 0.8232704843798535}"
12-Health_Consultation/6,"{'spearman': 0.1300104565131444, 'cosine': 0.7115138841030876}","{'spearman': 0.11361924794439181, 'cosine': 0.8226876443601363}","{'spearman': 0.1867558089480476, 'cosine': 0.749898864396108}"
12-Health_Consultation/67,"{'spearman': 0.056937472615401795, 'cosine': 0.6526706740498174}","{'spearman': 0.1087422635243259, 'cosine': 0.8170564153236376}","{'spearman': 0.27973114395129894, 'cosine': 0.7003745657781226}"
12-Health_Consultation/69,"{'spearman': 0.09847155457832492, 'cosine': 0.866764931357722}","{'spearman': 0.2725233271408921, 'cosine': 0.7089817018668695}","{'spearman': -0.2516933177482703, 'cosine': 0.6385319260700808}"
12-Health_Consultation/71,"{'spearman': 0.06485590751934603, 'cosine': 0.7328123709899518}","{'spearman': 0.2085423384945722, 'cosine': 0.7874724578514507}","{'spearman': 0.24107951604017952, 'cosine': 0.7586085593876193}"
12-Health_Consultation/78,"{'spearman': -0.15683155833025583, 'cosine': 0.8090265855269595}","{'spearman': 0.22395724620916352, 'cosine': 0.6519169506421326}","{'spearman': -0.3884316819497588, 'cosine': 0.6479553706851089}"
12-Health_Consultation/79,"{'spearman': 0.034431676094903586, 'cosine': 0.8677640556349157}","{'spearman': 0.2097279587964882, 'cosine': 0.7378260827856157}","{'spearman': -0.1468135649857211, 'cosine': 0.6910918193371743}"
12-Health_Consultation/81,"{'spearman': 0.009097394505073993, 'cosine': 0.612155598470139}","{'spearman': 0.36465973589011147, 'cosine': 0.6603782117283659}","{'spearman': -0.27856770990934415, 'cosine': 0.4052040183445791}"
12-Health_Consultation/84,"{'spearman': 0.09081190827609867, 'cosine': 0.6866645683285125}","{'spearman': 0.22736517606835344, 'cosine': 0.7825882476187668}","{'spearman': 0.2378946635290683, 'cosine': 0.6684250111219346}"
12-Health_Consultation/86,"{'spearman': 0.03708425928761349, 'cosine': 0.740232276339861}","{'spearman': 0.197458730563883, 'cosine': 0.8006499914961951}","{'spearman': 0.22075262212295318, 'cosine': 0.7149856926745833}"
12-Health_Consultation/89,"{'spearman': 0.10612384100035603, 'cosine': 0.732586417635982}","{'spearman': 0.0898912189903314, 'cosine': 0.702091366290104}","{'spearman': -0.16249925169116303, 'cosine': 0.6656014867234171}"
12-Health_Consultation/9,"{'spearman': 0.13069237388175856, 'cosine': 0.808274346533299}","{'spearman': 0.358545536516347, 'cosine': 0.7000750454260741}","{'spearman': -0.12415799936207131, 'cosine': 0.61555117019579}"
12-Health_Consultation/90,"{'spearman': 0.05002388657456938, 'cosine': 0.7110835686062434}","{'spearman': 0.20002020901879947, 'cosine': 0.7781185787456025}","{'spearman': 0.27738309313163073, 'cosine': 0.7018657287541819}"
12-Health_Consultation/91,"{'spearman': -0.04014925449037848, 'cosine': 0.8458131328318836}","{'spearman': 0.07516121783731816, 'cosine': 0.8177143937325405}","{'spearman': -0.26848684914374743, 'cosine': 0.817475753380422}"
12-Health_Consultation/92,"{'spearman': 0.0005630329249089013, 'cosine': 0.8277397501598547}","{'spearman': 0.4246666447359488, 'cosine': 0.6920062342663338}","{'spearman': 0.017325939505810888, 'cosine': 0.6378072595968113}"
12-Health_Consultation/94,"{'spearman': -0.03314819909902652, 'cosine': 0.8033147235220879}","{'spearman': 0.09561702146600196, 'cosine': 0.5999156237535499}","{'spearman': -0.35778683552119533, 'cosine': 0.5928651141472808}"
12-Health_Consultation/97,"{'spearman': -0.15772359804329772, 'cosine': 0.8347352110867663}","{'spearman': 0.31502753937521594, 'cosine': 0.7376916733920486}","{'spearman': -0.5045910323952105, 'cosine': 0.6594568601590368}"
12-Health_Consultation/98,"{'spearman': 0.11114110590304022, 'cosine': 0.8257726216293196}","{'spearman': 0.21933791474120762, 'cosine': 0.7996032060243211}","{'spearman': 0.21402455237728912, 'cosine': 0.803793249865207}"
13-Gov_Decision/10,"{'spearman': 0.06083262209055688, 'cosine': 0.8639615522128804}","{'spearman': 0.04420263107327711, 'cosine': 0.800647590623876}","{'spearman': -0.050525091543656135, 'cosine': 0.780578710466544}"
13-Gov_Decision/103,"{'spearman': 0.12401380265290962, 'cosine': 0.7892952964632539}","{'spearman': 0.1510597224241381, 'cosine': 0.8151599169028424}","{'spearman': 0.21198888601178043, 'cosine': 0.8427817566426343}"
13-Gov_Decision/11,"{'spearman': 0.11078325658040446, 'cosine': 0.7758519863796018}","{'spearman': 0.0464426445542125, 'cosine': 0.6904084877887636}","{'spearman': -0.046713885473939246, 'cosine': 0.7104680872345809}"
13-Gov_Decision/111,"{'spearman': 0.03243547544419423, 'cosine': 0.6238110979122328}","{'spearman': 0.1259137832428352, 'cosine': 0.7978193897886737}","{'spearman': 0.23555476556103164, 'cosine': 0.6629070546852771}"
13-Gov_Decision/12,"{'spearman': 0.03988290396865852, 'cosine': 0.6456544887915866}","{'spearman': 0.16647064593178149, 'cosine': 0.8093736066564066}","{'spearman': 0.23988603883359186, 'cosine': 0.6958954289149184}"
13-Gov_Decision/120,"{'spearman': 0.22232870364509652, 'cosine': 0.8541937711027391}","{'spearman': 0.21644249508887686, 'cosine': 0.7088131549283075}","{'spearman': -0.13140021916260544, 'cosine': 0.705288229180851}"
13-Gov_Decision/131,"{'spearman': 0.02602405922294844, 'cosine': 0.7476126103524608}","{'spearman': 0.17259013032445736, 'cosine': 0.8388040792344483}","{'spearman': 0.15178189885583282, 'cosine': 0.7904211000892322}"
13-Gov_Decision/137,"{'spearman': 0.07782325681395008, 'cosine': 0.6697765224498651}","{'spearman': 0.13532101410720226, 'cosine': 0.8000476302796203}","{'spearman': 0.26723085588218437, 'cosine': 0.7175650139520418}"
13-Gov_Decision/140,"{'spearman': 0.0023627427903277973, 'cosine': 0.7309700136639596}","{'spearman': -0.09683808193763768, 'cosine': 0.6409939173082588}","{'spearman': -0.16053553385812674, 'cosine': 0.6280200956908558}"
13-Gov_Decision/147,"{'spearman': 0.08166981541408219, 'cosine': 0.8409184320696562}","{'spearman': 0.12634948240595978, 'cosine': 0.8143347682067158}","{'spearman': 0.2639747234366211, 'cosine': 0.8658360043154371}"
13-Gov_Decision/148,"{'spearman': -0.027132774995514072, 'cosine': 0.8699391736852385}","{'spearman': 0.18546779070904232, 'cosine': 0.6734519932977139}","{'spearman': -0.24220674272912818, 'cosine': 0.6626723945053659}"
13-Gov_Decision/17,"{'spearman': 0.0019161654918771391, 'cosine': 0.6583012813973799}","{'spearman': 0.2183424434390007, 'cosine': 0.8076518327007892}","{'spearman': 0.15594541610524643, 'cosine': 0.6854255807746766}"
13-Gov_Decision/20,"{'spearman': -0.053215816446007085, 'cosine': 0.8725348065121917}","{'spearman': 0.40274380174752367, 'cosine': 0.8369611771393078}","{'spearman': -0.2267246758678303, 'cosine': 0.813789796579989}"
13-Gov_Decision/26,"{'spearman': 0.0509552891816525, 'cosine': 0.8327390490590251}","{'spearman': 0.10510075124362542, 'cosine': 0.7441514481118906}","{'spearman': -0.18054316219568947, 'cosine': 0.7206797980182812}"
13-Gov_Decision/27,"{'spearman': 0.07095532924086562, 'cosine': 0.6970623589700328}","{'spearman': 0.1670525581168562, 'cosine': 0.7868043349560275}","{'spearman': 0.24580791209069006, 'cosine': 0.7282275431227476}"
13-Gov_Decision/28,"{'spearman': 0.0028869761705116247, 'cosine': 0.7193228687213097}","{'spearman': 0.2247247930453065, 'cosine': 0.7753872201303557}","{'spearman': 0.20113543927910107, 'cosine': 0.6765661030046851}"
13-Gov_Decision/32,"{'spearman': 0.029028294847759286, 'cosine': 0.6922341107828787}","{'spearman': 0.28111350339709934, 'cosine': 0.5907230323034572}","{'spearman': -0.13092489403794796, 'cosine': 0.44831883212384277}"
13-Gov_Decision/34,"{'spearman': 0.028180542035492636, 'cosine': 0.8577585745625764}","{'spearman': 0.14542441046768198, 'cosine': 0.7200323586621473}","{'spearman': -0.3177628135118857, 'cosine': 0.7379423133481551}"
13-Gov_Decision/36,"{'spearman': -0.08497948511751557, 'cosine': 0.8046243473792626}","{'spearman': 0.23150235803450542, 'cosine': 0.7720970255539709}","{'spearman': -0.2475003890302715, 'cosine': 0.7776371121284968}"
13-Gov_Decision/38,"{'spearman': -0.050562657359469826, 'cosine': 0.896562710027331}","{'spearman': 0.3268026354358638, 'cosine': 0.6963004580577052}","{'spearman': -0.31464234905130783, 'cosine': 0.6629099368721277}"
13-Gov_Decision/39,"{'spearman': 0.09220398726971807, 'cosine': 0.7152820346876849}","{'spearman': 0.1192181016636826, 'cosine': 0.8163872540117321}","{'spearman': 0.20715653650814883, 'cosine': 0.7492839466761576}"
13-Gov_Decision/40,"{'spearman': 0.17978818442368028, 'cosine': 0.7818880494501913}","{'spearman': -0.06201389067215704, 'cosine': 0.7517177148340126}","{'spearman': -0.247191537406423, 'cosine': 0.7999471135437682}"
13-Gov_Decision/42,"{'spearman': 0.054898390831947246, 'cosine': 0.8110393197730872}","{'spearman': 0.08724360017773423, 'cosine': 0.8072271457369655}","{'spearman': 0.22573080156304887, 'cosine': 0.8508432190657715}"
13-Gov_Decision/44,"{'spearman': 0.062336026867783244, 'cosine': 0.8039903230908589}","{'spearman': -0.007292404954810314, 'cosine': 0.6681546606863951}","{'spearman': -0.21528149654273385, 'cosine': 0.7667544354264556}"
13-Gov_Decision/46,"{'spearman': -0.02885095259969721, 'cosine': 0.8319014175098677}","{'spearman': 0.2966813989480534, 'cosine': 0.6932435960720735}","{'spearman': -0.19889731890216208, 'cosine': 0.6278697654824379}"
13-Gov_Decision/51,"{'spearman': 0.02361088129786791, 'cosine': 0.7376922318523983}","{'spearman': 0.23233110142345392, 'cosine': 0.8145034967003449}","{'spearman': 0.1589888652859485, 'cosine': 0.7425302553541121}"
13-Gov_Decision/54,"{'spearman': 0.11310628336821106, 'cosine': 0.850106316369908}","{'spearman': 0.1963582616049055, 'cosine': 0.8104961995290515}","{'spearman': -0.13765573039544549, 'cosine': 0.7972785826960112}"
13-Gov_Decision/55,"{'spearman': 0.009270092601790278, 'cosine': 0.7477778214163526}","{'spearman': 0.2382559645190666, 'cosine': 0.8145099042382821}","{'spearman': 0.19597029211769623, 'cosine': 0.7398466476109465}"
13-Gov_Decision/59,"{'spearman': -0.04931851198075457, 'cosine': 0.7053048996588451}","{'spearman': 0.0805070937940908, 'cosine': 0.6937640528104009}","{'spearman': -0.28849711710494397, 'cosine': 0.6146195634225716}"
13-Gov_Decision/63,"{'spearman': -0.009494794886490339, 'cosine': 0.82223880312435}","{'spearman': 0.1886724835981483, 'cosine': 0.7263969410156011}","{'spearman': -0.215322130691168, 'cosine': 0.7687850565413749}"
13-Gov_Decision/66,"{'spearman': -0.014084167972742484, 'cosine': 0.8196551106503448}","{'spearman': -0.1750411267196616, 'cosine': 0.6574501870010712}","{'spearman': -0.07616705348092256, 'cosine': 0.7733924807957708}"
13-Gov_Decision/67,"{'spearman': 0.051143166884452966, 'cosine': 0.7570838889155921}","{'spearman': 0.19779024187282457, 'cosine': 0.7885793963463004}","{'spearman': 0.14999663457884083, 'cosine': 0.7920114143348241}"
13-Gov_Decision/7,"{'spearman': 0.037789905180591984, 'cosine': 0.8311141461855738}","{'spearman': -0.05658711435027748, 'cosine': 0.8053543483259611}","{'spearman': -0.1854428423989968, 'cosine': 0.8027302352360967}"
13-Gov_Decision/72,"{'spearman': 0.0679886147574393, 'cosine': 0.7364045147283016}","{'spearman': 0.18561947694167674, 'cosine': 0.811800505466825}","{'spearman': 0.25050892337718084, 'cosine': 0.7406549656619908}"
13-Gov_Decision/75,"{'spearman': 0.09027576274888995, 'cosine': 0.7931776053825167}","{'spearman': 0.0385066359376037, 'cosine': 0.6192490892149434}","{'spearman': -0.3304006464743854, 'cosine': 0.6171405490716184}"
13-Gov_Decision/77,"{'spearman': 0.12610556688945168, 'cosine': 0.8231026788739613}","{'spearman': 0.12838623330007964, 'cosine': 0.7890549799379715}","{'spearman': -0.12077120685411674, 'cosine': 0.7341727231887376}"
13-Gov_Decision/8,"{'spearman': -0.060194235529435945, 'cosine': 0.8437932656862536}","{'spearman': 0.4159081978404049, 'cosine': 0.7392012613571084}","{'spearman': -0.19038797846768346, 'cosine': 0.6507230495081346}"
13-Gov_Decision/83,"{'spearman': 0.08451921485013031, 'cosine': 0.7439655865570836}","{'spearman': -0.11368381013292495, 'cosine': 0.7536162986147754}","{'spearman': -0.2903933539725108, 'cosine': 0.6925270902965945}"
13-Gov_Decision/88,"{'spearman': 0.19352535433877804, 'cosine': 0.9078585492147647}","{'spearman': -0.0038026930751026127, 'cosine': 0.6696488648180756}","{'spearman': -0.12347383832193819, 'cosine': 0.6774635763902953}"
13-Gov_Decision/89,"{'spearman': -0.01832486476855675, 'cosine': 0.7867456098267683}","{'spearman': 0.1854697683317752, 'cosine': 0.7542851721321072}","{'spearman': -0.05804316453978652, 'cosine': 0.7777232983267177}"
13-Gov_Decision/93,"{'spearman': 0.08396594463277142, 'cosine': 0.8259371770840538}","{'spearman': 0.20527347781125113, 'cosine': 0.8299300323370732}","{'spearman': 0.207411832340134, 'cosine': 0.8623716681597926}"
13-Gov_Decision/94,"{'spearman': 0.10245428143826658, 'cosine': 0.7249818604899184}","{'spearman': 0.11113384360148243, 'cosine': 0.8176822094441318}","{'spearman': 0.21704877055985602, 'cosine': 0.7457144250539994}"
13-Gov_Decision/96,"{'spearman': -0.02520986400694547, 'cosine': 0.8243517898489997}","{'spearman': 0.019374757700077554, 'cosine': 0.7566230269447639}","{'spearman': -0.13560293421770517, 'cosine': 0.7494046368724275}"
